TA1AAM ✅ (Alfa, Alfa, Mike) 🟢 🟢 ⚫️
TA1PJM ✅ (Papa, Juliett, Mike)
TA1PJN ✅ (Papa, Juliett, November)
TA1PJO ✅ (Papa, Juliett, Oscar)
TA1PJP ✅ (Papa, Juliett, Papa) 🟢 ⚫️ 🟢
TA1PJQ ✅ (Papa, Juliett, Quebec)
TA1PJR ✅ (Papa, Juliett, Romeo)
TA1PJS ✅ (Papa, Juliett, Sierra)
TA1PJT ✅ (Papa, Juliett, Tango)
TA1PJU ✅ (Papa, Juliett, Uniform)
TA1PJV ✅ (Papa, Juliett, Victor)
TA1PJW ✅ (Papa, Juliett, Whiskey)
TA1PJX ✅ (Papa, Juliett, X-ray)
TA1PJY ✅ (Papa, Juliett, Yankee)
TA1PJZ ✅ (Papa, Juliett, Zulu)
TA1PKA ✅ (Papa, Kilo, Alfa)
TA1PKB ✅ (Papa, Kilo, Bravo)
TA1PKC ✅ (Papa, Kilo, Charlie)
TA1PKD ✅ (Papa, Kilo, Delta)
TA1PKE ✅ (Papa, Kilo, Echo)
TA1PKF ✅ (Papa, Kilo, Foxtrot)
TA1PKG ✅ (Papa, Kilo, Golf)
TA1PKH ✅ (Papa, Kilo, Hotel)
TA1PKI ✅ (Papa, Kilo, India)
TA1PKJ ✅ (Papa, Kilo, Juliett)
TA1PKL ✅ (Papa, Kilo, Lima)
TA1PKM ✅ (Papa, Kilo, Mike)
TA1PKN ✅ (Papa, Kilo, November)
TA1PKO ✅ (Papa, Kilo, Oscar)
TA1PKP ✅ (Papa, Kilo, Papa) 🟢 ⚫️ 🟢
TA1PKQ ✅ (Papa, Kilo, Quebec)
TA1PKR ✅ (Papa, Kilo, Romeo)
TA1PKS ✅ (Papa, Kilo, Sierra)
TA1PKT ✅ (Papa, Kilo, Tango)
TA1PKU ✅ (Papa, Kilo, Uniform)
TA1PKV ✅ (Papa, Kilo, Victor)
TA1PKW ✅ (Papa, Kilo, Whiskey)
TA1PKX ✅ (Papa, Kilo, X-ray)
TA1PKY ✅ (Papa, Kilo, Yankee)
TA1PKZ ✅ (Papa, Kilo, Zulu)
TA1PLB ✅ (Papa, Lima, Bravo)
TA1PLC ✅ (Papa, Lima, Charlie)
TA1PLD ✅ (Papa, Lima, Delta)
TA1PLE ✅ (Papa, Lima, Echo)
TA1PLF ✅ (Papa, Lima, Foxtrot)
TA1PLG ✅ (Papa, Lima, Golf)
TA1PLH ✅ (Papa, Lima, Hotel)
TA1PLI ✅ (Papa, Lima, India)
TA1PLJ ✅ (Papa, Lima, Juliett)
TA1PLL ✅ (Papa, Lima, Lima) ⚫️ 🟢 🟢
TA1PLM ✅ (Papa, Lima, Mike)
TA1PLN ✅ (Papa, Lima, November)
TA1PLP ✅ (Papa, Lima, Papa) 🟢 ⚫️ 🟢
TA1PLQ ✅ (Papa, Lima, Quebec)
TA1PLR ✅ (Papa, Lima, Romeo)
TA1PLS ✅ (Papa, Lima, Sierra)
TA1PLU ✅ (Papa, Lima, Uniform)
TA1PLV ✅ (Papa, Lima, Victor)
TA1PLW ✅ (Papa, Lima, Whiskey)
TA1PLX ✅ (Papa, Lima, X-ray)
TA1PLY ✅ (Papa, Lima, Yankee)
TA1PLZ ✅ (Papa, Lima, Zulu)
TA1PMA ✅ (Papa, Mike, Alfa)
TA1PMB ✅ (Papa, Mike, Bravo)
TA1PMC ✅ (Papa, Mike, Charlie)
TA1PMD ✅ (Papa, Mike, Delta)
TA1PME ✅ (Papa, Mike, Echo)
TA1PMF ✅ (Papa, Mike, Foxtrot)
TA1PMG ✅ (Papa, Mike, Golf)
TA1PMH ✅ (Papa, Mike, Hotel)
TA1PMI ✅ (Papa, Mike, India)
TA1PMJ ✅ (Papa, Mike, Juliett)
TA1PMK ✅ (Papa, Mike, Kilo)
TA1PML ✅ (Papa, Mike, Lima)
TA1PMM ✅ (Papa, Mike, Mike) ⚫️ 🟢 🟢
TA1PMN ✅ (Papa, Mike, November)
TA1PMO ✅ (Papa, Mike, Oscar)
TA1PMP ✅ (Papa, Mike, Papa) 🟢 ⚫️ 🟢
TA1PMQ ✅ (Papa, Mike, Quebec)
TA1PMR ✅ (Papa, Mike, Romeo)
TA1PMS ✅ (Papa, Mike, Sierra)
TA1PMT ✅ (Papa, Mike, Tango)
TA1PMU ✅ (Papa, Mike, Uniform)
TA1PMV ✅ (Papa, Mike, Victor)
TA1PMW ✅ (Papa, Mike, Whiskey)
TA1PMX ✅ (Papa, Mike, X-ray)
TA1PMY ✅ (Papa, Mike, Yankee)
TA1PMZ ✅ (Papa, Mike, Zulu)
TA1PNA ✅ (Papa, November, Alfa)
TA1PNB ✅ (Papa, November, Bravo)
TA1PNC ✅ (Papa, November, Charlie)
TA1PND ✅ (Papa, November, Delta)
TA1PNE ✅ (Papa, November, Echo)
TA1PNF ✅ (Papa, November, Foxtrot)
TA1PNG ✅ (Papa, November, Golf)
TA1PNH ✅ (Papa, November, Hotel)
TA1PNI ✅ (Papa, November, India)
TA1PNJ ✅ (Papa, November, Juliett)
TA1PNL ✅ (Papa, November, Lima)
TA1PNM ✅ (Papa, November, Mike)
TA1PNN ✅ (Papa, November, November) ⚫️ 🟢 🟢
TA1PNO ✅ (Papa, November, Oscar)
TA1PNP ✅ (Papa, November, Papa) 🟢 ⚫️ 🟢
TA1PNQ ✅ (Papa, November, Quebec)
TA1PNS ✅ (Papa, November, Sierra)
TA1PNT ✅ (Papa, November, Tango)
TA1PNU ✅ (Papa, November, Uniform)
TA1PNV ✅ (Papa, November, Victor)
TA1PNW ✅ (Papa, November, Whiskey)
TA1PNX ✅ (Papa, November, X-ray)
TA1PNY ✅ (Papa, November, Yankee)
TA1PNZ ✅ (Papa, November, Zulu)
TA1POA ✅ (Papa, Oscar, Alfa)
TA1POB ✅ (Papa, Oscar, Bravo)
TA1POC ✅ (Papa, Oscar, Charlie)
TA1POD ✅ (Papa, Oscar, Delta)
TA1POE ✅ (Papa, Oscar, Echo)
TA1POF ✅ (Papa, Oscar, Foxtrot)
TA1POG ✅ (Papa, Oscar, Golf)
TA1POH ✅ (Papa, Oscar, Hotel)
TA1POI ✅ (Papa, Oscar, India)
TA1POJ ✅ (Papa, Oscar, Juliett)
TA1POK ✅ (Papa, Oscar, Kilo)
TA1POL ✅ (Papa, Oscar, Lima)
TA1POM ✅ (Papa, Oscar, Mike)
TA1PON ✅ (Papa, Oscar, November)
TA1POO ✅ (Papa, Oscar, Oscar) ⚫️ 🟢 🟢
TA1POP ✅ (Papa, Oscar, Papa) 🟢 ⚫️ 🟢
TA1POQ ✅ (Papa, Oscar, Quebec)
TA1POR ✅ (Papa, Oscar, Romeo)
TA1POT ✅ (Papa, Oscar, Tango)
TA1POU ✅ (Papa, Oscar, Uniform)
TA1POV ✅ (Papa, Oscar, Victor)
TA1POW ✅ (Papa, Oscar, Whiskey)
TA1POX ✅ (Papa, Oscar, X-ray)
TA1POY ✅ (Papa, Oscar, Yankee)
TA1POZ ✅ (Papa, Oscar, Zulu)
TA1PPA ✅ (Papa, Papa, Alfa) 🟢 🟢 ⚫️
TA1PPB ✅ (Papa, Papa, Bravo) 🟢 🟢 ⚫️
TA1PPC ✅ (Papa, Papa, Charlie) 🟢 🟢 ⚫️
TA1PPD ✅ (Papa, Papa, Delta) 🟢 🟢 ⚫️
TA1PPE ✅ (Papa, Papa, Echo) 🟢 🟢 ⚫️
TA1PPF ✅ (Papa, Papa, Foxtrot) 🟢 🟢 ⚫️
TA1PPG ✅ (Papa, Papa, Golf) 🟢 🟢 ⚫️
TA1PPH ✅ (Papa, Papa, Hotel) 🟢 🟢 ⚫️
TA1PPI ✅ (Papa, Papa, India) 🟢 🟢 ⚫️
TA1PPJ ✅ (Papa, Papa, Juliett) 🟢 🟢 ⚫️
TA1PPK ✅ (Papa, Papa, Kilo) 🟢 🟢 ⚫️
TA1PPL ✅ (Papa, Papa, Lima) 🟢 🟢 ⚫️
TA1PPM ✅ (Papa, Papa, Mike) 🟢 🟢 ⚫️
TA1PPN ✅ (Papa, Papa, November) 🟢 🟢 ⚫️
TA1PPO ✅ (Papa, Papa, Oscar) 🟢 🟢 ⚫️
TA1PPQ ✅ (Papa, Papa, Quebec) 🟢 🟢 ⚫️
TA1PPR ✅ (Papa, Papa, Romeo) 🟢 🟢 ⚫️
TA1PPS ✅ (Papa, Papa, Sierra) 🟢 🟢 ⚫️
TA1PPT ✅ (Papa, Papa, Tango) 🟢 🟢 ⚫️
TA1PPU ✅ (Papa, Papa, Uniform) 🟢 🟢 ⚫️
TA1PPV ✅ (Papa, Papa, Victor) 🟢 🟢 ⚫️
TA1PPW ✅ (Papa, Papa, Whiskey) 🟢 🟢 ⚫️
TA1PPX ✅ (Papa, Papa, X-ray) 🟢 🟢 ⚫️
TA1PPY ✅ (Papa, Papa, Yankee) 🟢 🟢 ⚫️
TA1PPZ ✅ (Papa, Papa, Zulu) 🟢 🟢 ⚫️
TA1PQA ✅ (Papa, Quebec, Alfa)
TA1PQB ✅ (Papa, Quebec, Bravo)
TA1PQC ✅ (Papa, Quebec, Charlie)
TA1PQD ✅ (Papa, Quebec, Delta)
TA1PQE ✅ (Papa, Quebec, Echo)
TA1PQF ✅ (Papa, Quebec, Foxtrot)
TA1PQG ✅ (Papa, Quebec, Golf)
TA1PQH ✅ (Papa, Quebec, Hotel)
TA1PQI ✅ (Papa, Quebec, India)
TA1PQJ ✅ (Papa, Quebec, Juliett)
TA1PQK ✅ (Papa, Quebec, Kilo)
TA1PQL ✅ (Papa, Quebec, Lima)
TA1PQM ✅ (Papa, Quebec, Mike)
TA1PQN ✅ (Papa, Quebec, November)
TA1PQO ✅ (Papa, Quebec, Oscar)
TA1PQP ✅ (Papa, Quebec, Papa) 🟢 ⚫️ 🟢
TA1PQQ ✅ (Papa, Quebec, Quebec) ⚫️ 🟢 🟢
TA1PQR ✅ (Papa, Quebec, Romeo)
TA1PQS ✅ (Papa, Quebec, Sierra)
TA1PQT ✅ (Papa, Quebec, Tango)
TA1PQU ✅ (Papa, Quebec, Uniform)
TA1PQV ✅ (Papa, Quebec, Victor)
TA1PQW ✅ (Papa, Quebec, Whiskey)
TA1PQX ✅ (Papa, Quebec, X-ray)
TA1PQY ✅ (Papa, Quebec, Yankee)
TA1PQZ ✅ (Papa, Quebec, Zulu)
TA1PRA ✅ (Papa, Romeo, Alfa)
TA1PRB ✅ (Papa, Romeo, Bravo)
TA1PRC ✅ (Papa, Romeo, Charlie)
TA1PRD ✅ (Papa, Romeo, Delta)
TA1PRE ✅ (Papa, Romeo, Echo)
TA1PRF ✅ (Papa, Romeo, Foxtrot)
TA1PRG ✅ (Papa, Romeo, Golf)
TA1PRH ✅ (Papa, Romeo, Hotel)
TA1PRI ✅ (Papa, Romeo, India)
TA1PRJ ✅ (Papa, Romeo, Juliett)
TA1PRK ✅ (Papa, Romeo, Kilo)
TA1PRL ✅ (Papa, Romeo, Lima)
TA1PRN ✅ (Papa, Romeo, November)
TA1PRO ✅ (Papa, Romeo, Oscar)
TA1PRP ✅ (Papa, Romeo, Papa) 🟢 ⚫️ 🟢
TA1PRQ ✅ (Papa, Romeo, Quebec)
TA1PRR ✅ (Papa, Romeo, Romeo) ⚫️ 🟢 🟢
TA1PRS ✅ (Papa, Romeo, Sierra)
TA1PRT ✅ (Papa, Romeo, Tango)
TA1PRU ✅ (Papa, Romeo, Uniform)
TA1PRV ✅ (Papa, Romeo, Victor)
TA1PRW ✅ (Papa, Romeo, Whiskey)
TA1PRX ✅ (Papa, Romeo, X-ray)
TA1PRY ✅ (Papa, Romeo, Yankee)
TA1PRZ ✅ (Papa, Romeo, Zulu)
TA1PSA ✅ (Papa, Sierra, Alfa)
TA1PSB ✅ (Papa, Sierra, Bravo)
TA1PSC ✅ (Papa, Sierra, Charlie)
TA1PSD ✅ (Papa, Sierra, Delta)
TA1PSE ✅ (Papa, Sierra, Echo)
TA1PSF ✅ (Papa, Sierra, Foxtrot)
TA1PSG ✅ (Papa, Sierra, Golf)
TA1PSH ✅ (Papa, Sierra, Hotel)
TA1PSI ✅ (Papa, Sierra, India)
TA1PSJ ✅ (Papa, Sierra, Juliett)
TA1PSK ✅ (Papa, Sierra, Kilo)
TA1PSL ✅ (Papa, Sierra, Lima)
TA1PSM ✅ (Papa, Sierra, Mike)
TA1PSN ✅ (Papa, Sierra, November)
TA1PSO ✅ (Papa, Sierra, Oscar)
TA1PSP ✅ (Papa, Sierra, Papa) 🟢 ⚫️ 🟢
TA1PSQ ✅ (Papa, Sierra, Quebec)
TA1PSR ✅ (Papa, Sierra, Romeo)
TA1PSS ✅ (Papa, Sierra, Sierra) ⚫️ 🟢 🟢
TA1PST ✅ (Papa, Sierra, Tango)
TA1PSU ✅ (Papa, Sierra, Uniform)
TA1PSV ✅ (Papa, Sierra, Victor)
TA1PSW ✅ (Papa, Sierra, Whiskey)
TA1PSX ✅ (Papa, Sierra, X-ray)
TA1PSY ✅ (Papa, Sierra, Yankee)
TA1PSZ ✅ (Papa, Sierra, Zulu)
TA1PTA ✅ (Papa, Tango, Alfa)
TA1PTB ✅ (Papa, Tango, Bravo)
TA1PTC ✅ (Papa, Tango, Charlie)
TA1PTD ✅ (Papa, Tango, Delta)
TA1PTE ✅ (Papa, Tango, Echo)
TA1PTF ✅ (Papa, Tango, Foxtrot)
TA1PTG ✅ (Papa, Tango, Golf)
TA1PTH ✅ (Papa, Tango, Hotel)
TA1PTI ✅ (Papa, Tango, India)
TA1PTJ ✅ (Papa, Tango, Juliett)
TA1PTL ✅ (Papa, Tango, Lima)
TA1PTM ✅ (Papa, Tango, Mike)
TA1PTN ✅ (Papa, Tango, November)
TA1PTO ✅ (Papa, Tango, Oscar)
TA1PTP ✅ (Papa, Tango, Papa) 🟢 ⚫️ 🟢
TA1PTQ ✅ (Papa, Tango, Quebec)
TA1PTR ✅ (Papa, Tango, Romeo)
TA1PTS ✅ (Papa, Tango, Sierra)
TA1PTT ✅ (Papa, Tango, Tango) ⚫️ 🟢 🟢
TA1PTU ✅ (Papa, Tango, Uniform)
TA1PTV ✅ (Papa, Tango, Victor)
TA1PTW ✅ (Papa, Tango, Whiskey)
TA1PTX ✅ (Papa, Tango, X-ray)
TA1PTY ✅ (Papa, Tango, Yankee)
TA1PTZ ✅ (Papa, Tango, Zulu)
TA1PUA ✅ (Papa, Uniform, Alfa)
TA1PUB ✅ (Papa, Uniform, Bravo)
TA1PUC ✅ (Papa, Uniform, Charlie)
TA1PUD ✅ (Papa, Uniform, Delta)
TA1PUE ✅ (Papa, Uniform, Echo)
TA1PUF ✅ (Papa, Uniform, Foxtrot)
TA1PUG ✅ (Papa, Uniform, Golf)
TA1PUH ✅ (Papa, Uniform, Hotel)
TA1PUI ✅ (Papa, Uniform, India)
TA1PUJ ✅ (Papa, Uniform, Juliett)
TA1PUK ✅ (Papa, Uniform, Kilo)
TA1PUL ✅ (Papa, Uniform, Lima)
TA1PUM ✅ (Papa, Uniform, Mike)
TA1PUN ✅ (Papa, Uniform, November)
TA1PUO ✅ (Papa, Uniform, Oscar)
TA1PUP ✅ (Papa, Uniform, Papa) 🟢 ⚫️ 🟢
TA1PUQ ✅ (Papa, Uniform, Quebec)
TA1PUR ✅ (Papa, Uniform, Romeo)
TA1PUT ✅ (Papa, Uniform, Tango)
TA1PUU ✅ (Papa, Uniform, Uniform) ⚫️ 🟢 🟢
TA1PUV ✅ (Papa, Uniform, Victor)
TA1PUW ✅ (Papa, Uniform, Whiskey)
TA1PUX ✅ (Papa, Uniform, X-ray)
TA1PUY ✅ (Papa, Uniform, Yankee)
TA1PUZ ✅ (Papa, Uniform, Zulu)
TA1PVA ✅ (Papa, Victor, Alfa)
TA1PVB ✅ (Papa, Victor, Bravo)
TA1PVC ✅ (Papa, Victor, Charlie)
TA1PVD ✅ (Papa, Victor, Delta)
TA1PVE ✅ (Papa, Victor, Echo)
TA1PVF ✅ (Papa, Victor, Foxtrot)
TA1PVG ✅ (Papa, Victor, Golf)
TA1PVH ✅ (Papa, Victor, Hotel)
TA1PVI ✅ (Papa, Victor, India)
TA1PVJ ✅ (Papa, Victor, Juliett)
TA1PVK ✅ (Papa, Victor, Kilo)
TA1PVL ✅ (Papa, Victor, Lima)
TA1PVM ✅ (Papa, Victor, Mike)
TA1PVN ✅ (Papa, Victor, November)
TA1PVO ✅ (Papa, Victor, Oscar)
TA1PVP ✅ (Papa, Victor, Papa) 🟢 ⚫️ 🟢
TA1PVQ ✅ (Papa, Victor, Quebec)
TA1PVR ✅ (Papa, Victor, Romeo)
TA1PVS ✅ (Papa, Victor, Sierra)
TA1PVT ✅ (Papa, Victor, Tango)
TA1PVU ✅ (Papa, Victor, Uniform)
TA1PVV ✅ (Papa, Victor, Victor) ⚫️ 🟢 🟢
TA1PVW ✅ (Papa, Victor, Whiskey)
TA1PVX ✅ (Papa, Victor, X-ray)
TA1PVY ✅ (Papa, Victor, Yankee)
TA1PVZ ✅ (Papa, Victor, Zulu)
TA1PWA ✅ (Papa, Whiskey, Alfa)
TA1PWB ✅ (Papa, Whiskey, Bravo)
TA1PWC ✅ (Papa, Whiskey, Charlie)
TA1PWD ✅ (Papa, Whiskey, Delta)
TA1PWE ✅ (Papa, Whiskey, Echo)
TA1PWF ✅ (Papa, Whiskey, Foxtrot)
TA1PWG ✅ (Papa, Whiskey, Golf)
TA1PWH ✅ (Papa, Whiskey, Hotel)
TA1PWI ✅ (Papa, Whiskey, India)
TA1PWJ ✅ (Papa, Whiskey, Juliett)
TA1PWK ✅ (Papa, Whiskey, Kilo)
TA1PWL ✅ (Papa, Whiskey, Lima)
TA1PWM ✅ (Papa, Whiskey, Mike)
TA1PWN ✅ (Papa, Whiskey, November)
TA1PWO ✅ (Papa, Whiskey, Oscar)
TA1PWP ✅ (Papa, Whiskey, Papa) 🟢 ⚫️ 🟢
TA1PWQ ✅ (Papa, Whiskey, Quebec)
TA1PWS ✅ (Papa, Whiskey, Sierra)
TA1PWT ✅ (Papa, Whiskey, Tango)
TA1PWU ✅ (Papa, Whiskey, Uniform)
TA1PWV ✅ (Papa, Whiskey, Victor)
TA1PWW ✅ (Papa, Whiskey, Whiskey) ⚫️ 🟢 🟢
TA1PWX ✅ (Papa, Whiskey, X-ray)
TA1PWY ✅ (Papa, Whiskey, Yankee)
TA1PWZ ✅ (Papa, Whiskey, Zulu)
TA1PXA ✅ (Papa, X-ray, Alfa)
TA1PXB ✅ (Papa, X-ray, Bravo)
TA1PXC ✅ (Papa, X-ray, Charlie)
TA1PXD ✅ (Papa, X-ray, Delta)
TA1PXE ✅ (Papa, X-ray, Echo)
TA1PXF ✅ (Papa, X-ray, Foxtrot)
TA1PXG ✅ (Papa, X-ray, Golf)
TA1PXH ✅ (Papa, X-ray, Hotel)
TA1PXI ✅ (Papa, X-ray, India)
TA1PXJ ✅ (Papa, X-ray, Juliett)
TA1PXK ✅ (Papa, X-ray, Kilo)
TA1PXL ✅ (Papa, X-ray, Lima)
TA1PXM ✅ (Papa, X-ray, Mike)
TA1PXN ✅ (Papa, X-ray, November)
TA1PXO ✅ (Papa, X-ray, Oscar)
TA1PXP ✅ (Papa, X-ray, Papa) 🟢 ⚫️ 🟢
TA1PXQ ✅ (Papa, X-ray, Quebec)
TA1PXR ✅ (Papa, X-ray, Romeo)
TA1PXS ✅ (Papa, X-ray, Sierra)
TA1PXT ✅ (Papa, X-ray, Tango)
TA1PXU ✅ (Papa, X-ray, Uniform)
TA1PXV ✅ (Papa, X-ray, Victor)
TA1PXW ✅ (Papa, X-ray, Whiskey)
TA1PXX ✅ (Papa, X-ray, X-ray) ⚫️ 🟢 🟢
TA1PXY ✅ (Papa, X-ray, Yankee)
TA1PXZ ✅ (Papa, X-ray, Zulu)
TA1PYA ✅ (Papa, Yankee, Alfa)
TA1PYB ✅ (Papa, Yankee, Bravo)
TA1PYC ✅ (Papa, Yankee, Charlie)
TA1PYE ✅ (Papa, Yankee, Echo)
TA1PYF ✅ (Papa, Yankee, Foxtrot)
TA1PYG ✅ (Papa, Yankee, Golf)
TA1PYI ✅ (Papa, Yankee, India)
TA1PYJ ✅ (Papa, Yankee, Juliett)
TA1PYK ✅ (Papa, Yankee, Kilo)
TA1PYL ✅ (Papa, Yankee, Lima)
TA1PYM ✅ (Papa, Yankee, Mike)
TA1PYN ✅ (Papa, Yankee, November)
TA1PYO ✅ (Papa, Yankee, Oscar)
TA1PYP ✅ (Papa, Yankee, Papa) 🟢 ⚫️ 🟢
TA1PYQ ✅ (Papa, Yankee, Quebec)
TA1PYR ✅ (Papa, Yankee, Romeo)
TA1PYS ✅ (Papa, Yankee, Sierra)
TA1PYT ✅ (Papa, Yankee, Tango)
TA1PYU ✅ (Papa, Yankee, Uniform)
TA1PYV ✅ (Papa, Yankee, Victor)
TA1PYW ✅ (Papa, Yankee, Whiskey)
TA1PYX ✅ (Papa, Yankee, X-ray)
TA1PYY ✅ (Papa, Yankee, Yankee) ⚫️ 🟢 🟢
TA1PYZ ✅ (Papa, Yankee, Zulu)
TA1PZA ✅ (Papa, Zulu, Alfa)
TA1PZB ✅ (Papa, Zulu, Bravo)
TA1PZC ✅ (Papa, Zulu, Charlie)
TA1PZD ✅ (Papa, Zulu, Delta)
TA1PZE ✅ (Papa, Zulu, Echo)
TA1PZF ✅ (Papa, Zulu, Foxtrot)
TA1PZG ✅ (Papa, Zulu, Golf)
TA1PZH ✅ (Papa, Zulu, Hotel)
TA1PZI ✅ (Papa, Zulu, India)
TA1PZJ ✅ (Papa, Zulu, Juliett)
TA1PZK ✅ (Papa, Zulu, Kilo)
TA1PZL ✅ (Papa, Zulu, Lima)
TA1PZM ✅ (Papa, Zulu, Mike)
TA1PZN ✅ (Papa, Zulu, November)
TA1PZO ✅ (Papa, Zulu, Oscar)
TA1PZP ✅ (Papa, Zulu, Papa) 🟢 ⚫️ 🟢
TA1PZQ ✅ (Papa, Zulu, Quebec)
TA1PZR ✅ (Papa, Zulu, Romeo)
TA1PZS ✅ (Papa, Zulu, Sierra)
TA1PZT ✅ (Papa, Zulu, Tango)
TA1PZU ✅ (Papa, Zulu, Uniform)
TA1PZV ✅ (Papa, Zulu, Victor)
TA1PZW ✅ (Papa, Zulu, Whiskey)
TA1PZX ✅ (Papa, Zulu, X-ray)
TA1PZY ✅ (Papa, Zulu, Yankee)
TA1PZZ ✅ (Papa, Zulu, Zulu) ⚫️ 🟢 🟢
TA1RAC ✅ (Romeo, Alfa, Charlie)
TA1RAD ✅ (Romeo, Alfa, Delta)
TA1RAF ✅ (Romeo, Alfa, Foxtrot)
TA1RAG ✅ (Romeo, Alfa, Golf)
TA1RAI ✅ (Romeo, Alfa, India)
TA1RAK ✅ (Romeo, Alfa, Kilo)
TA1RAL ✅ (Romeo, Alfa, Lima)
TA1RAN ✅ (Romeo, Alfa, November)
TA1RAP ✅ (Romeo, Alfa, Papa)
TA1RAQ ✅ (Romeo, Alfa, Quebec)
TA1RAS ✅ (Romeo, Alfa, Sierra)
TA1RAV ✅ (Romeo, Alfa, Victor)
TA1RAX ✅ (Romeo, Alfa, X-ray)
TA1RBC ✅ (Romeo, Bravo, Charlie)
TA1RBD ✅ (Romeo, Bravo, Delta)
TA1RBE ✅ (Romeo, Bravo, Echo)
TA1RBF ✅ (Romeo, Bravo, Foxtrot)
TA1RBG ✅ (Romeo, Bravo, Golf)
TA1RBJ ✅ (Romeo, Bravo, Juliett)
TA1RBL ✅ (Romeo, Bravo, Lima)
TA1RBM ✅ (Romeo, Bravo, Mike)
TA1RBN ✅ (Romeo, Bravo, November)
TA1RBO ✅ (Romeo, Bravo, Oscar)
TA1RBP ✅ (Romeo, Bravo, Papa)
TA1RBQ ✅ (Romeo, Bravo, Quebec)
TA1RBR ✅ (Romeo, Bravo, Romeo) 🟢 ⚫️ 🟢
TA1RBV ✅ (Romeo, Bravo, Victor)
TA1RBW ✅ (Romeo, Bravo, Whiskey)
TA1RBX ✅ (Romeo, Bravo, X-ray)
TA1RBZ ✅ (Romeo, Bravo, Zulu)
TA1RCD ✅ (Romeo, Charlie, Delta)
TA1RCF ✅ (Romeo, Charlie, Foxtrot)
TA1RCG ✅ (Romeo, Charlie, Golf)
TA1RCH ✅ (Romeo, Charlie, Hotel)
TA1RCI ✅ (Romeo, Charlie, India)
TA1RCJ ✅ (Romeo, Charlie, Juliett)
TA1RCK ✅ (Romeo, Charlie, Kilo)
TA1RCL ✅ (Romeo, Charlie, Lima)
TA1RCM ✅ (Romeo, Charlie, Mike)
TA1RCO ✅ (Romeo, Charlie, Oscar)
TA1RCQ ✅ (Romeo, Charlie, Quebec)
TA1RCR ✅ (Romeo, Charlie, Romeo) 🟢 ⚫️ 🟢
TA1RCS ✅ (Romeo, Charlie, Sierra)
TA1RCT ✅ (Romeo, Charlie, Tango)
TA1RCU ✅ (Romeo, Charlie, Uniform)
TA1RCV ✅ (Romeo, Charlie, Victor)
TA1RCX ✅ (Romeo, Charlie, X-ray)
TA1RCZ ✅ (Romeo, Charlie, Zulu)
TA1RDB ✅ (Romeo, Delta, Bravo)
TA1RDD ✅ (Romeo, Delta, Delta) ⚫️ 🟢 🟢
TA1RDE ✅ (Romeo, Delta, Echo)
TA1RDF ✅ (Romeo, Delta, Foxtrot)
TA1RDH ✅ (Romeo, Delta, Hotel)
TA1RDI ✅ (Romeo, Delta, India)
TA1RDJ ✅ (Romeo, Delta, Juliett)
TA1RDK ✅ (Romeo, Delta, Kilo)
TA1RDL ✅ (Romeo, Delta, Lima)
TA1RDP ✅ (Romeo, Delta, Papa)
TA1RDQ ✅ (Romeo, Delta, Quebec)
TA1RDR ✅ (Romeo, Delta, Romeo) 🟢 ⚫️ 🟢
TA1RDS ✅ (Romeo, Delta, Sierra)
TA1RDT ✅ (Romeo, Delta, Tango)
TA1RDU ✅ (Romeo, Delta, Uniform)
TA1RDW ✅ (Romeo, Delta, Whiskey)
TA1RDX ✅ (Romeo, Delta, X-ray)
TA1RDY ✅ (Romeo, Delta, Yankee)
TA1RDZ ✅ (Romeo, Delta, Zulu)
TA1REB ✅ (Romeo, Echo, Bravo)
TA1REF ✅ (Romeo, Echo, Foxtrot)
TA1REG ✅ (Romeo, Echo, Golf)
TA1REH ✅ (Romeo, Echo, Hotel)
TA1REI ✅ (Romeo, Echo, India)
TA1REJ ✅ (Romeo, Echo, Juliett)
TA1REL ✅ (Romeo, Echo, Lima)
TA1REN ✅ (Romeo, Echo, November)
TA1REP ✅ (Romeo, Echo, Papa)
TA1REQ ✅ (Romeo, Echo, Quebec)
TA1RER ✅ (Romeo, Echo, Romeo) 🟢 ⚫️ 🟢
TA1REU ✅ (Romeo, Echo, Uniform)
TA1REV ✅ (Romeo, Echo, Victor)
TA1REW ✅ (Romeo, Echo, Whiskey)
TA1REX ✅ (Romeo, Echo, X-ray)
TA1REZ ✅ (Romeo, Echo, Zulu)
TA1RFB ✅ (Romeo, Foxtrot, Bravo)
TA1RFC ✅ (Romeo, Foxtrot, Charlie)
TA1RFD ✅ (Romeo, Foxtrot, Delta)
TA1RFF ✅ (Romeo, Foxtrot, Foxtrot) ⚫️ 🟢 🟢
TA1RFG ✅ (Romeo, Foxtrot, Golf)
TA1RFH ✅ (Romeo, Foxtrot, Hotel)
TA1RFI ✅ (Romeo, Foxtrot, India)
TA1RFJ ✅ (Romeo, Foxtrot, Juliett)
TA1RFL ✅ (Romeo, Foxtrot, Lima)
TA1RFM ✅ (Romeo, Foxtrot, Mike)
TA1RFN ✅ (Romeo, Foxtrot, November)
TA1RFO ✅ (Romeo, Foxtrot, Oscar)
TA1RFQ ✅ (Romeo, Foxtrot, Quebec)
TA1RFT ✅ (Romeo, Foxtrot, Tango)
TA1RFU ✅ (Romeo, Foxtrot, Uniform)
TA1RFV ✅ (Romeo, Foxtrot, Victor)
